mouse_identity,time_s,zscore_DA,behavior_active,distance_head_res__head_int,distance_head_res__hind_int,distance_head_int__hind_res,distance_hind_res__hind_int,angle_head_res__head_int_deg,angle_head_res__hind_int_deg,angle_head_int__hind_res_deg,velocity_resident,velocity_intruder,frame_idx,hmm_state,hmm_state_smoothed
n6,191.0,1.152382285682798,,5.807211503509783,12.528468829935708,11.926989801001325,18.7042826569096,157.09213331550387,157.4470075782195,179.64046925808083,2.397271485154187,6.311703834793277,70,2,2
n6,191.1,1.2832063086058585,,4.962747418093478,11.862292260279949,10.81215466378353,17.76165438523998,156.12596269303327,155.7264660142438,177.19249137035632,1.9118397702765428,5.67108003413571,71,2,2
n6,191.2,0.7954871554152332,Investigation,4.048645238164987,11.04532025509324,10.221289435650665,17.2589185597015,162.44317861747396,160.84151332118927,178.3308111723826,0.8611235137555022,4.911179378627665,72,2,2
n6,191.3,0.5499734612725246,Investigation,3.6977896620734176,10.704750855760278,9.834737811253856,16.88165123121647,160.06275157186224,159.538291419934,177.25148587662318,0.0488677073315336,4.055491721647326,73,2,2
n6,191.4,0.3490580093585857,Investigation,3.518106648706208,10.4827473020904,9.498740254367783,16.506825620813242,162.0610522068049,160.6853359808108,178.2551913517633,0.220092355233904,3.1856625163530365,74,2,2
n6,191.5,0.4261391997027814,Investigation,3.305129338847104,10.194585787234718,9.23906390421631,16.17507227645143,165.7263072692985,162.7440429393657,178.93377390092832,0.6848577171178601,2.337172225060387,75,2,2
n6,191.6,0.619087001059691,Investigation,3.1524600124881204,9.977722875074107,8.977850660732928,15.852099487313932,172.30505296247202,167.45647370841905,175.6429034114171,0.7286394740912576,1.504320405828619,76,2,2
n6,191.7,0.8268815101132454,Investigation,3.055139381477893,9.828214023530956,8.848237402677142,15.67196865755794,176.70600586104922,170.80981002855822,172.7407763790132,1.0408928603561904,0.7600803188472354,77,2,2
n6,191.8,0.965651038270295,Investigation,2.7701035779731846,9.494867868751747,8.99666484024843,15.802271152116216,179.33269671324547,173.70035421166045,171.3778401829491,0.9140220096029688,0.2083417000128038,78,2,2
n6,191.9,1.7044953343626643,Investigation,2.9332764626701766,9.614386514294218,8.851534720715048,15.628420286867518,177.11154587431292,175.1949229663335,169.4659263768617,0.7119198545526926,0.273910328626118,79,2,2
n6,192.0,2.027335908980189,Investigation,2.851161177444524,9.492279829481337,8.960246033629405,15.752105430420404,172.41802044375538,176.88998274865594,166.4061353009573,0.6405421331155607,0.3088380230152168,80,2,2
n6,192.1,2.1824488050643245,Investigation,3.111429023429139,9.736198996947266,8.74174008990407,15.53568792112749,172.3720369359794,175.37309895987912,165.29098017419483,0.7498416310361209,0.4142275884243102,81,2,2
n6,192.2,2.1908315775315783,Investigation,3.285769268529212,9.905356442332703,8.524947540889302,15.323736849339484,170.5721996825083,177.04255373161408,165.44008186643143,0.5879948531171137,0.360263748167247,82,2,2
n6,192.3,1.993754799304552,Investigation,3.39284476594677,10.017826647842092,8.244067513356457,15.063589172721429,169.760072297374,178.35413788968853,166.5315524856586,0.6832164285451432,0.2725408604518332,83,2,2
n6,192.4,2.281709894590007,Investigation,3.341987696024772,9.936149540166872,8.29531451177315,15.123757937404736,163.30394317040293,176.41553519305683,165.94602406358388,0.7644441165083196,0.2799693123324023,84,2,2
n6,192.5,2.6154943391371237,Investigation,3.5909432289080976,10.210999360419812,7.992845384070238,14.834315147435971,162.36199376323657,175.32457983003542,165.62190175312566,0.287565674384454,0.4412068884317844,85,2,2
n6,192.6,2.675243382785407,Investigation,3.7720519674079056,10.400434842445028,7.601412096257115,14.457999747743225,160.5528563715745,176.5993721930197,163.5351196647441,0.4765075716953644,0.5838524402693142,86,2,2
n6,192.7,2.940534500829697,Investigation,3.983910765942713,10.585674852701336,7.403596029457652,14.243263479273466,165.87200006680376,172.6261811099627,160.19048048584563,0.52385247573695,0.7100860754254882,87,2,2
n6,192.8,3.635988511322474,Investigation,4.083435165927567,10.677306332678596,7.174166376434129,14.00901931114989,162.22373923856532,171.51458153284932,155.85792829999454,0.1230398608552653,0.8369214053213375,88,2,2
n6,192.9,4.826028685009912,Investigation,4.12424499551017,10.71514135434231,6.963831478177617,13.802387533312825,156.22291395872423,171.47889272084834,149.84246346587864,0.0859289565692542,0.7771366699118785,89,2,2
